SITE_NO,LOCATION,YEAR,VARIABLE,VALUE,UNIT_UNITE,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,COLOR
NW10EB0016,mackenzie,2006,SULPHATE DISSOLVED,57.0,MG/L,SOUTH NAHANNI RIVER ABOVE VIRGINIA FALLS,RIVIÈRE NAHANNI SUD EN AMONT DES CHUTES VIRGINIA,RIVER/RIVIÈRE,,,61.6364,-125.7967,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08MH0027,fraser,2006,TEMPERATURE WATER,11.533333333333333,DEG C,SUMAS RIVER AT INTERNATIONAL BOUNDARY,RIVIÈRE SUMAS À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0024,-122.2323,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10EB0016,mackenzie,2006,PHOSPHORUS TOTAL DISSOLVED,0.01,MG/L,SOUTH NAHANNI RIVER ABOVE VIRGINIA FALLS,RIVIÈRE NAHANNI SUD EN AMONT DES CHUTES VIRGINIA,RIVER/RIVIÈRE,,,61.6364,-125.7967,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL07NB0001,mackenzie,2006,PH,8.020000000000001,PH,SLAVE RIVER AT FITZGERALD,RIVIÈRE SLAVE À FITZGERALD,RIVER/RIVIÈRE,,,59.8692,-111.5858,NAD83,AB,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,green
AL07NB0001,mackenzie,2006,OXYGEN DISSOLVED,10.6675,MG/L,SLAVE RIVER AT FITZGERALD,RIVIÈRE SLAVE À FITZGERALD,RIVER/RIVIÈRE,,,59.8692,-111.5858,NAD83,AB,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,green
BC08MF0001,fraser,2006,OXYGEN DISSOLVED,11.80909090909091,MG/L,FRASER RIVER AT HOPE,RIVIÈRE FRASER À HOPE,RIVER/RIVIÈRE,,,49.3872,-121.4508,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
MA05PF0022,winnipeg,2006,OXYGEN DISSOLVED,11.521818181818183,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2006,PH,7.6832,PH UNITS,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2006,PHOSPHORUS TOTAL DISSOLVED,0.016214285714285716,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2006,SULPHATE DISSOLVED,3.7542857142857144,MG/L,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
MA05PF0022,winnipeg,2006,TEMPERATURE WATER,9.281818181818181,DEG C,WINNIPEG RIVER AT POINTE DU BOIS,RIVIÈRE WINNIPEG À POINTE DU BOIS,RIVER/RIVIÈRE,,,50.3008,-95.5556,NAD27,MB,WINNIPEG,WINNIPEG,HUDSON BAY,BAIE D'HUDSON,,,purple
YT09AB0008,yukon,2006,PH,7.868,PH UNITS,YUKON RIVER UPSTREAM TAKHINI RIVER,FLEUVE YUKON EN AMONT DE LA RIVIÈRE TAKHINI,RIVER/RIVIÈRE,,,60.8353,-135.1803,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
NW10OB0003,arctic,2006,TEMPERATURE WATER,12.0,DEG C,HORNADAY RIVER BELOW UNNAMED EASTERN TRIBUTARY,RIVIÈRE HORNADAY EN AVAL DUN TRIBUTAIRE À LEST NON-IDENTIFIÉ ,RIVER/RIVIÈRE,,,68.7542,-122.4022,NAD27,NT,ARCTIC COAST-ISLANDS,CÔTE ARCTIQUE-DES ÎLES,ARCTIC,ARCTIQUE,,,gray
NW10EB0016,mackenzie,2006,PH,8.43,PH UNITS,SOUTH NAHANNI RIVER ABOVE VIRGINIA FALLS,RIVIÈRE NAHANNI SUD EN AMONT DES CHUTES VIRGINIA,RIVER/RIVIÈRE,,,61.6364,-125.7967,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10KA0001,mackenzie,2006,PH,8.003333333333334,PH,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
AL07NB0001,mackenzie,2006,PH,7.785,PH UNITS,SLAVE RIVER AT FITZGERALD,RIVIÈRE SLAVE À FITZGERALD,RIVER/RIVIÈRE,,,59.8692,-111.5858,NAD83,AB,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,http://www.ec.gc.ca/data_donnees/SSB-QualEau_OSM-WaterQual/Surface_Water_Quality/Expanded_Geographic_Extent_Water_Quality/Slave_River_at_Fitzgerald_1960_2010_time_period_corrected.xls,green
YT09AB0008,yukon,2006,SULPHATE DISSOLVED,6.675,MG/L,YUKON RIVER UPSTREAM TAKHINI RIVER,FLEUVE YUKON EN AMONT DE LA RIVIÈRE TAKHINI,RIVER/RIVIÈRE,,,60.8353,-135.1803,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09AB0008,yukon,2006,TEMPERATURE WATER,7.2444444444444445,DEG C,YUKON RIVER UPSTREAM TAKHINI RIVER,FLEUVE YUKON EN AMONT DE LA RIVIÈRE TAKHINI,RIVER/RIVIÈRE,,,60.8353,-135.1803,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0008/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09AB0006,yukon,2006,PH,7.819090909090909,PH UNITS,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
BC08NA0048,columbia,2006,SULPHATE DISSOLVED,27.055555555555557,MG/L,COLUMBIA RIVER AT NICHOLSON,FLEUVE COLUMBIA À NICHOLSON,RIVER/RIVIÈRE,,,51.2438,-116.9126,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0048/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0048/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NA0048,columbia,2006,TEMPERATURE WATER,-212.33311111111112,DEG C,COLUMBIA RIVER AT NICHOLSON,FLEUVE COLUMBIA À NICHOLSON,RIVER/RIVIÈRE,,,51.2438,-116.9126,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0048/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NA0048/Projects/PYLTM/Regions/0?new_lang=fr,red
YT09EA0001,yukon,2006,PH,7.85,PH UNITS,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09EA0001,yukon,2006,SULPHATE DISSOLVED,59.45384615384615,MG/L,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
YT09EA0001,yukon,2006,TEMPERATURE WATER,6.3,DEG C,KLONDIKE RIVER DOWNSTREAM BONANZA CREEK,RIVIÈRE KLONDIKE EN AMONT DE LA CRIQUE BONANZA,RIVER/RIVIÈRE,,,64.1554,-139.3973,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09EA0001/Projects/PYLTM/Regions/0?new_lang=fr,yellow
BC08LF0001,fraser,2006,PH,7.796,PH UNITS,THOMPSON RIVER AT SPENCES BRIDGE,RIVIÈRE THOMPSON AU PONT SPENCES,RIVER/RIVIÈRE,,,50.4208,-121.3414,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08LF0001,fraser,2006,PHOSPHORUS TOTAL DISSOLVED,0.005259259259259259,MG/L,THOMPSON RIVER AT SPENCES BRIDGE,RIVIÈRE THOMPSON AU PONT SPENCES,RIVER/RIVIÈRE,,,50.4208,-121.3414,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08LF0001,fraser,2006,TEMPERATURE WATER,9.814814814814815,DEG C,THOMPSON RIVER AT SPENCES BRIDGE,RIVIÈRE THOMPSON AU PONT SPENCES,RIVER/RIVIÈRE,,,50.4208,-121.3414,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08LF0001/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10EB0016,mackenzie,2006,TEMPERATURE WATER,6.366666666666667,DEG C,SOUTH NAHANNI RIVER ABOVE VIRGINIA FALLS,RIVIÈRE NAHANNI SUD EN AMONT DES CHUTES VIRGINIA,RIVER/RIVIÈRE,,,61.6364,-125.7967,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10JC0001,mackenzie,2006,PH,7.9375,PH,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10JC0001,mackenzie,2006,PH,7.83,PH UNITS,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10JC0001,mackenzie,2006,PHOSPHORUS TOTAL DISSOLVED,0.0115,MG/L,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10JC0001,mackenzie,2006,SULPHATE DISSOLVED,14.525,MG/L,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10JC0001,mackenzie,2006,TEMPERATURE WATER,3.3000000000000003,DEG C,GREAT BEAR RIVER AT OUTLET OF GREAT BEAR LAKE,RIVIÈRE GREAT BEAR À LA SORTIE DU LAC GREAT BEAR,RIVER/RIVIÈRE,,,65.1358,-123.5139,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10FB0006,mackenzie,2006,TEMPERATURE WATER,6.25,DEG C,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08MH0027,fraser,2006,OXYGEN DISSOLVED,8.860714285714286,MG/L,SUMAS RIVER AT INTERNATIONAL BOUNDARY,RIVIÈRE SUMAS À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0024,-122.2323,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MH0027,fraser,2006,PH,8.037179487179486,PH UNITS,SUMAS RIVER AT INTERNATIONAL BOUNDARY,RIVIÈRE SUMAS À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0024,-122.2323,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MH0027,fraser,2006,PHOSPHORUS TOTAL DISSOLVED,0.04263333333333333,MG/L,SUMAS RIVER AT INTERNATIONAL BOUNDARY,RIVIÈRE SUMAS À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0024,-122.2323,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08MH0027,fraser,2006,SULPHATE DISSOLVED,18.39,MG/L,SUMAS RIVER AT INTERNATIONAL BOUNDARY,RIVIÈRE SUMAS À LA FRONTIÈRE INTERNATIONALE,RIVER/RIVIÈRE,,,49.0024,-122.2323,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08MH0027/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NK0004,columbia,2006,TEMPERATURE WATER,7.042105263157896,DEG C,ELK RIVER BELOW SPARWOOD,RIVIÈRE ELK EN AVAL DE SPARWOOD,RIVER/RIVIÈRE,,,49.6643,-114.9041,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0?new_lang=fr,red
BC08NK0004,columbia,2006,SULPHATE DISSOLVED,56.06315789473685,MG/L,ELK RIVER BELOW SPARWOOD,RIVIÈRE ELK EN AVAL DE SPARWOOD,RIVER/RIVIÈRE,,,49.6643,-114.9041,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10FB0006,mackenzie,2006,SULPHATE DISSOLVED,25.71666666666667,MG/L,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10FB0006,mackenzie,2006,PHOSPHORUS TOTAL DISSOLVED,0.011166666666666667,MG/L,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10FB0006,mackenzie,2006,PH,8.39,PH UNITS,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08NK0004,columbia,2006,PH,8.26842105263158,PH UNITS,ELK RIVER BELOW SPARWOOD,RIVIÈRE ELK EN AVAL DE SPARWOOD,RIVER/RIVIÈRE,,,49.6643,-114.9041,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NK0004/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10FB0006,mackenzie,2006,PH,8.08,PH,MACKENZIE RIVER AT STRONG POINT,RIVIÈRE MACKENZIE À STRONG POINT,RIVER/RIVIÈRE,,,61.8181,-120.7903,NAD83,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
YT09AB0006,yukon,2006,OXYGEN DISSOLVED,10.879999999999999,MG/L,YUKON RIVER AT MARSH LAKE NCPC DAM,FLEUVE YUKON AU BARRAGE NCPC DU LAC MARSH,RIVER/RIVIÈRE,,,60.5792,-134.6865,NAD83,YT,YUKON,YUKON,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/YT09AB0006/Projects/PYLTM/Regions/0?new_lang=fr,yellow
NW10KA0001,mackenzie,2006,PH,7.862,PH UNITS,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
BC08NN0011,columbia,2006,PH,7.933333333333333,PH UNITS,KETTLE RIVER AT MIDWAY,RIVIÈRE KETTLE À MIDWAY,RIVER/RIVIÈRE,,,49.0047,-118.7762,NAD83,BC,COLUMBIA,COLUMBIA,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08NN0011/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10KA0001,mackenzie,2006,PHOSPHORUS TOTAL DISSOLVED,0.01,MG/L,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10KA0001,mackenzie,2006,TEMPERATURE WATER,3.2399999999999998,DEG C,MACKENZIE RIVER AT NORMAN WELLS,RIVIÈRE MACKENZIE AU PUITS NORMAN,RIVER/RIVIÈRE,,,65.2817,-126.8492,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10LA0003,mackenzie,2006,TEMPERATURE WATER,8.5525,DEG C,MACKENZIE RIVER ABOVE ARCTIC RED RIVER,RIVIÈRE MACKENZIE EN AMONT DE LA RIVIÈRE ARCTIC RED,RIVER/RIVIÈRE,,,67.4561,-133.7369,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
SA05LC0001,lower_saskatchewan,2006,OXYGEN DISSOLVED,8.296000000000001,MG/L,RED DEER RIVER AT ERWOOD,RIVIÈRE RED DEER À ERWOOD,RIVER/RIVIÈRE,,,52.8667,-102.1831,NAD27,SK,LOWER SASKATCHEWANNELSON,BAS SASKATCHEWANNELSON,HUDSON BAY,BAIE D'HUDSON,,,blue
BC08KA0007,fraser,2006,TEMPERATURE WATER,6.2,DEG C,FRASER RIVER AT RED PASS,RIVIÈRE FRASER À RED PASS,RIVER/RIVIÈRE,,,52.9878,-119.0101,NAD83,BC,FRASERLOWER MAINLAND,FRASERBASSES-TERRES,PACIFIC,PACIFIQUE,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08KA0007/Projects/PYLTM/Regions/0,http://aquatic.pyr.ec.gc.ca/webdataonlinenational/en/Measurements/ChooseVariables/Sites/BC08KA0007/Projects/PYLTM/Regions/0?new_lang=fr,red
NW10ED0002,mackenzie,2006,TEMPERATURE WATER,7.37,DEG C,LIARD RIVER NEAR THE MOUTH,RIVIÈRE LIARD PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.7397,-121.2194,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
NW10ED0002,mackenzie,2006,SULPHATE DISSOLVED,39.17142857142857,MG/L,LIARD RIVER NEAR THE MOUTH,RIVIÈRE LIARD PRÈS DE L'EMBOUCHURE,RIVER/RIVIÈRE,,,61.7397,-121.2194,NAD27,NT,LOWER MACKENZIE,BAS MACKENZIE,ARCTIC,ARCTIQUE,,,gray
